Year	Abkhazia	Afghanistan	Akrotiri and Dhekelia	Albania	Algeria	American Samoa	Andorra	Angola	Anguilla	Antigua and Barbuda	Argentina	Armenia	Aruba	Australia	Austria	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belgium	Belize	Benin	Bermuda	Bhutan	Bolivia	Bosnia and Herzegovina	Botswana	Brazil	British Virgin Islands	Brunei	Bulgaria	Burkina Faso	Burundi	Cambodia	Cameroon	Canada	Cape Verde	Cayman Islands	Central African Republic	Chad	Channel Islands	Chile	China	Christmas Island	Cocos Island	Colombia	Comoros	Congo Dem Rep	Congo Rep	Cook Is	Costa Rica	Cote dIvoire	Croatia	Cuba	Cyprus	Czech Republic	Czechoslovakia	Denmark	Djibouti	Dominica	Dominican Republic	East Germany	Ecuador	Egypt	El Salvador	Equatorial Guinea	Eritrea	Eritrea and Ethiopia	Estonia	Ethiopia	Faeroe Islands	Falkland Is (Malvinas)	Fiji	Finland	France	French Guiana	French Polynesia	Gabon	Gambia	Georgia	Germany	Ghana	Gibraltar	Greece	Greenland	Grenada	Guadeloupe	Guam	Guatemala	Guernsey	Guinea	Guinea-Bissau	Guyana	Haiti	Holy See	Honduras	Hong Kong China	Hungary	Iceland	India	Indonesia	Iran	Iraq	Ireland	Isle of Man	Israel	Italy	Jamaica	Japan	Jersey	Jordan	Kazakhstan	Kenya	Kiribati	North Korea	South Korea	United Korea (former)	Kosovo	Kuwait	Kyrgyz Republic	Lao	Latvia	Lebanon	Lesotho	Liberia	Libya	Liechtenstein	Lithuania	Luxembourg	Macao China	Macedonia FYR	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Marshall Islands	Martinique	Mauritania	Mauritius	Mayotte	Mexico	Micronesia Fed Sts	Moldova	Monaco	Mongolia	Montenegro	Montserrat	Morocco	Mozambique	Myanmar	Namibia	Nauru	Nepal	Netherlands	Netherlands Antilles	New Caledonia	New Zealand	Ngorno-Karabakh	Nicaragua	Niger	Nigeria	Niue	Norfolk Island	Northern Cyprus	Northern Mariana Islands	Norway	Oman	Pakistan	Palau	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Pitcairn	Poland	Portugal	Puerto Rico	Qatar	Reunion	Romania	Russia	Rwanda	St Barth?lemy	St Helena	St Kitts and Nevis	St Lucia	St Martin	St Vincent and the Grenadines	St-Pierre-et-Miquelon	Samoa	San Marino	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Serbia and Montenegro	Serbia excluding Kosovo	Seychelles	Sierra Leone	Singapore	Slovak Republic	Slovenia	Solomon Islands	Somalia	Somaliland	South Africa	South Ossetia	Spain	Sri Lanka	Sudan	Suriname	Svalbard	Swaziland	Sweden	Switzerland	Syria	Taiwan	Tajikistan	Tanzania	Thailand	Timor-Leste	Togo	Tokelau	Tonga	Transnistria	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Turks and Caicos Islands	Tuvalu	Uganda	Ukraine	United Arab Emirates	United Kingdom	United States	Uruguay	USSR	Uzbekistan	Wallis et Futuna	Vanuatu	Venezuela	West Bank and Gaza	West Germany	Western Sahara	Vietnam	Virgin Islands (US)	North Yemen (former)	South Yemen (former)	Yemen	Yugoslavia	Zambia	Zimbabwe	?land	South Sudan	Christian	Coastline	Cura?ao	Sint Maarten (Dutch part)	St Martin (French part)	Antarctica	Virgin Islands British	Hawaiian Trade Zone	US Pacific Islands	Wake Island	Bonaire	Sark	Chinese Taipei	Saint Eustatius	Saba
1944	NA	NA	NA	154	498.6666667	NA	NA	NA	NA	NA	13966.33333	NA	NA	43824	9397.666667	NA	NA	2819.666667	NA	0	NA	33165	NA	NA	NA	NA	139.3333333	NA	NA	8162	NA	2497	4392.666667	NA	NA	NA	NA	140514	NA	NA	NA	NA	NA	6145.333333	97936.66667	NA	NA	4744.666667	NA	172.3333333	NA	NA	NA	NA	NA	88	NA	NA	87193.33333	20441.66667	NA	NA	NA	NA	1327.333333	4363.333333	NA	NA	18.33333333	NA	NA	NA	NA	NA	NA	2728	80435.66667	NA	NA	NA	NA	NA	600710	NA	NA	110	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	15869.33333	18.33333333	56496	8778	10659	12782	6361.666667	NA	88	3586	NA	NA	NA	NA	NA	NA	NA	NA	NA	19217	NA	NA	NA	NA	NA	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18102.33333	NA	NA	NA	NA	NA	NA	421.6666667	55	308	NA	NA	NA	23353	NA	NA	5474.333333	NA	3.666666667	NA	1657.333333	NA	NA	NA	NA	4884	NA	NA	NA	NA	NA	NA	2434.666667	NA	NA	189178	3248.666667	NA	NA	NA	15070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3263.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63517.66667	NA	25817	NA	NA	NA	NA	NA	12455.66667	4455	18.33333333	4634.666667	NA	NA	14.66666667	NA	NA	NA	NA	NA	10633.33333	91.66666667	7029	NA	NA	NA	NA	NA	NA	503426	2393354.333	95.33333333	351721.3333	NA	NA	NA	9280.333333	NA	NA	NA	1426.333333	NA	NA	NA	NA	91.66666667	NA	4799.666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1945	NA	NA	NA	121	616	NA	NA	NA	NA	NA	13680.33333	NA	NA	41818.33333	4565	NA	NA	3065.333333	NA	0	NA	38786	NA	NA	NA	NA	168.6666667	NA	NA	9705.666667	NA	920.3333333	5214	NA	NA	NA	NA	130621.3333	NA	NA	NA	NA	NA	5646.666667	50387.33333	NA	NA	4484.333333	NA	172.3333333	NA	NA	NA	NA	NA	110	NA	NA	46273.33333	14512.66667	NA	NA	NA	3.666666667	1228.333333	4359.666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	641.6666667	112742.6667	NA	NA	NA	NA	NA	94215	NA	NA	66	NA	NA	NA	NA	14.66666667	NA	NA	NA	NA	NA	NA	NA	NA	8206	14.66666667	64210.66667	3809.666667	7018	14142.33333	6838.333333	NA	73.33333333	4359.666667	NA	NA	NA	NA	NA	NA	NA	66	3.666666667	NA	NA	NA	NA	NA	NA	73.33333333	NA	NA	NA	NA	NA	25.66666667	NA	NA	7.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19242.66667	NA	NA	NA	NA	NA	NA	524.3333333	47.66666667	297	NA	NA	NA	14663	NA	NA	5624.666667	NA	7.333333333	NA	1382.333333	NA	NA	NA	NA	4015	NA	NA	NA	NA	NA	NA	2519	14.66666667	NA	59502.66667	3340.333333	NA	NA	NA	18920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8818.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55913	NA	28174.66667	NA	NA	NA	NA	NA	4557.666667	1624.333333	18.33333333	2189	NA	NA	NA	NA	NA	NA	NA	NA	9709.333333	95.33333333	7095	NA	NA	NA	NA	NA	NA	464167	2313718	110	372375.6667	NA	NA	NA	5107.666667	NA	94211.33333	NA	612.3333333	NA	NA	NA	NA	5210.333333	NA	4466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1946	NA	NA	NA	484	762.6666667	NA	NA	NA	NA	NA	13717	NA	NA	45327.33333	12771	NA	NA	3362.333333	NA	0	NA	56459.33333	NA	NA	NA	NA	161.3333333	NA	NA	12364	NA	946	10633.33333	NA	NA	NA	NA	138530.3333	NA	NA	NA	NA	NA	5437.666667	31298.66667	NA	NA	4964.666667	NA	311.6666667	NA	NA	NA	NA	NA	168.6666667	NA	NA	57592.33333	19572.66667	NA	NA	NA	95469	1103.666667	4227.666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	3285.333333	173646	NA	NA	NA	NA	NA	270596.3333	NA	NA	124.6666667	NA	NA	NA	NA	14.66666667	NA	NA	NA	NA	NA	NA	NA	NA	10805.66667	11	63121.66667	1345.666667	5239.666667	14366	8202.333333	NA	132	22190.66667	NA	NA	NA	NA	NA	NA	NA	73.33333333	487.6666667	NA	NA	2456.666667	NA	NA	NA	73.33333333	NA	NA	NA	NA	NA	36.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21791	NA	NA	NA	NA	NA	NA	685.6666667	55	7.333333333	NA	NA	NA	31126.33333	NA	NA	5536.666667	NA	3.666666667	NA	1639	NA	NA	NA	NA	7080.333333	NA	NA	NA	NA	NA	NA	2530	113.6666667	NA	104676	3894	NA	NA	NA	17479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25171.66667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56089	NA	28101.33333	NA	NA	NA	NA	NA	17394.66667	5771.333333	22	2863.666667	NA	NA	NA	NA	NA	NA	NA	NA	6244.333333	132	7029	NA	NA	NA	NA	NA	NA	474624.3333	2231639.667	143	416958.6667	NA	NA	NA	67947	NA	175127.3333	NA	NA	NA	NA	NA	NA	10296	NA	4315.666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1947	NA	NA	NA	927.6666667	744.3333333	NA	NA	NA	NA	NA	14531	NA	NA	47681.33333	17644	NA	NA	3952.666667	NA	3.666666667	NA	79717	NA	NA	NA	NA	168.6666667	NA	NA	16540.33333	NA	5357	10307	NA	NA	NA	NA	143660	NA	NA	NA	NA	NA	5712.666667	33612.33333	NA	NA	5067.333333	NA	326.3333333	NA	NA	NA	NA	NA	190.6666667	NA	NA	66337.33333	24918.66667	NA	NA	7.333333333	92154.33333	1158.666667	4418.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	5456	190223	NA	NA	NA	NA	NA	317903.6667	NA	NA	168.6666667	NA	NA	NA	NA	14.66666667	NA	NA	NA	NA	NA	NA	NA	18.33333333	13849	3.666666667	63591	4059	8521.333333	14435.66667	8818.333333	NA	165	36824.33333	NA	NA	NA	NA	NA	NA	NA	73.33333333	898.3333333	NA	NA	6754	NA	NA	NA	84.33333333	NA	NA	NA	NA	NA	44	NA	NA	3.666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23569.33333	NA	NA	NA	NA	NA	NA	832.3333333	58.66666667	25.66666667	NA	NA	NA	44638	NA	NA	5456	NA	7.333333333	NA	1562	NA	NA	NA	NA	10637	NA	NA	NA	NA	NA	NA	3072.666667	198	NA	91619	5547.666667	NA	NA	NA	16360.66667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37759.33333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55880	NA	31203.33333	NA	NA	NA	NA	NA	25116.66667	9456.333333	25.66666667	3622.666667	NA	NA	29.33333333	NA	NA	NA	NA	NA	6453.333333	128.3333333	7483.666667	NA	NA	NA	NA	NA	NA	494673.6667	2460703.667	146.6666667	501479	NA	NA	NA	7953	NA	225749.3333	NA	NA	NA	NA	NA	NA	14325.66667	NA	4040.666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1948	NA	NA	NA	704	803	NA	NA	NA	NA	NA	17409.33333	NA	NA	48689.66667	24508	NA	NA	4579.666667	NA	3.666666667	NA	82855.66667	NA	NA	NA	NA	205.3333333	NA	NA	17523	NA	80.66666667	6226	NA	NA	NA	NA	158631	NA	NA	NA	NA	NA	6215	23870	NA	NA	4488	NA	374	NA	NA	NA	NA	NA	183.3333333	NA	NA	71852	20614	NA	NA	22	100510.6667	1287	6156.333333	NA	NA	NA	NA	NA	3.666666667	NA	NA	NA	8466.333333	200354	NA	NA	NA	NA	NA	378117.6667	NA	NA	1353	NA	NA	NA	NA	14.66666667	NA	NA	NA	NA	NA	NA	NA	25.66666667	16393.66667	3.666666667	63946.66667	NA	16041.66667	NA	8451.666667	NA	80.66666667	35566.66667	NA	NA	NA	NA	NA	NA	NA	1404.333333	1672	NA	NA	337.3333333	NA	NA	NA	102.6666667	NA	NA	NA	NA	NA	51.33333333	NA	NA	3.666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25058	NA	NA	NA	NA	NA	NA	942.3333333	44	154	NA	NA	NA	47300	NA	NA	5507.333333	NA	7.333333333	NA	1639	NA	NA	NA	NA	10992.66667	NA	NA	NA	22	NA	NA	3219.333333	216.3333333	NA	88997.33333	5258	NA	NA	NA	23393.33333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17955.66667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57145	NA	32747	NA	NA	NA	NA	NA	30829.33333	10222.66667	25.66666667	4543	NA	NA	40.33333333	NA	NA	NA	NA	NA	5371.666667	146.6666667	7707.333333	NA	NA	NA	NA	NA	NA	517106.3333	2564870	146.6666667	534097.6667	NA	NA	NA	10912	NA	277607	NA	NA	NA	NA	NA	NA	16148	NA	4539.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1949	NA	14.66666667	NA	1015.666667	909.3333333	NA	NA	NA	NA	NA	15381.66667	NA	NA	49881.33333	26598	NA	NA	4612.666667	NA	3.666666667	NA	79346.66667	NA	NA	NA	NA	289.6666667	NA	NA	18172	NA	11476.66667	7458	NA	NA	NA	NA	145137.6667	NA	NA	NA	NA	NA	5881.333333	59352.33333	NA	NA	5140.666667	NA	476.6666667	NA	NA	NA	NA	NA	183.3333333	NA	NA	76021	20617.66667	NA	NA	25.66666667	117274.6667	1301.666667	7469	NA	NA	NA	NA	NA	3.666666667	NA	NA	NA	4939	231286	NA	NA	NA	NA	NA	432501.6667	NA	NA	1642.666667	NA	NA	NA	NA	18.33333333	NA	NA	NA	NA	NA	NA	NA	29.33333333	20427	3.666666667	69894	4473.333333	18073	1129.333333	8352.666667	NA	121	39816.33333	NA	NA	NA	NA	NA	NA	NA	1782	2178	NA	NA	1063.333333	NA	NA	NA	117.3333333	NA	NA	NA	NA	NA	58.66666667	NA	NA	3.666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23089	NA	NA	NA	NA	NA	NA	1089	58.66666667	102.6666667	NA	NA	NA	50537.66667	NA	NA	5613.666667	NA	7.333333333	NA	1485	NA	NA	NA	NA	10417	NA	NA	NA	25.66666667	NA	NA	3325.666667	319	NA	105512	5525.666667	NA	260.3333333	NA	23133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18399.33333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60635.66667	NA	35790.33333	NA	NA	NA	NA	NA	26858.33333	8539.666667	29.33333333	4477	NA	NA	62.33333333	NA	NA	NA	NA	NA	5588	128.3333333	7975	NA	NA	NA	NA	NA	NA	521224	2160000.333	146.6666667	607126.6667	NA	NA	NA	12199	NA	315227	NA	NA	NA	NA	NA	NA	18447	NA	5133.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1950	NA	84.33333333	NA	297	3787.666667	NA	NA	187	NA	NA	29949.33333	NA	NA	54783.66667	20914.66667	NA	55	1382.333333	NA	73.33333333	NA	76270.33333	18.33333333	NA	44	NA	495	NA	NA	19679	NA	414.3333333	7505.666667	NA	NA	NA	139.3333333	154256.6667	102.6666667	NA	NA	NA	NA	8459	78705	NA	NA	7505.666667	NA	1481.333333	NA	NA	286	NA	NA	5610	267.6666667	NA	76494	22007.33333	11	NA	348.3333333	163628.6667	740.6666667	10244.66667	267.6666667	11	NA	NA	NA	88	40.33333333	275	121	6552.333333	202455	7.333333333	NA	NA	14.66666667	NA	511074.6667	638	117.3333333	4132.333333	99	7.333333333	62.33333333	NA	619.6666667	NA	NA	7.333333333	260.3333333	113.6666667	NA	300.6666667	1320	18406.66667	740.6666667	66627	9837.666667	NA	1650	9735	NA	1672	41481	271.3333333	102633.6667	NA	172.3333333	NA	909.3333333	NA	781	2185.333333	NA	NA	385	NA	NA	NA	1474	NA	47.66666667	143	NA	NA	7425	NA	NA	304.3333333	NA	NA	NA	NA	245.6666667	NA	55	NA	201.6666667	NA	30536	NA	NA	NA	286	NA	NA	2563	902	803	NA	NA	25.66666667	51326	NA	220	8576.333333	NA	190.6666667	NA	2258.666667	NA	NA	NA	NA	8440.666667	NA	NA	NA	517	55	62.33333333	4546.666667	3608	NA	112214.6667	5624.666667	NA	352	25.66666667	19433.33333	NA	NA	NA	NA	NA	3.666666667	NA	3.666666667	14.66666667	3.666666667	NA	NA	5144.333333	NA	NA	NA	NA	NA	157.6666667	NA	NA	NA	NA	47.66666667	NA	61083	NA	33069.66667	1628	550	212.6666667	NA	3.666666667	28684.33333	10244.66667	414.3333333	3787.666667	NA	473	957	NA	25.66666667	NA	7.333333333	NA	2354	1221	9496.666667	NA	NA	NA	106.3333333	NA	NA	500804.3333	2537788	2456.666667	679492	NA	NA	NA	38305.66667	NA	347446	NA	NA	NA	25.66666667	33	58.66666667	17721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44
1951	NA	91.66666667	NA	403.3333333	4136	NA	NA	249.3333333	NA	NA	34994.66667	NA	NA	59077.33333	23287	NA	66	1177	NA	110	NA	89532.66667	25.66666667	NA	58.66666667	NA	462	NA	NA	21681	NA	300.6666667	8173	NA	NA	NA	183.3333333	162807.3333	77	NA	NA	NA	NA	9991.666667	101797.6667	NA	NA	8173	NA	1749	NA	NA	311.6666667	NA	NA	6475.333333	282.3333333	NA	81469.66667	21941.33333	25.66666667	3.666666667	359.3333333	179230.3333	704	10571	322.6666667	11	NA	NA	NA	62.33333333	40.33333333	355.6666667	132	7986	228928.3333	11	NA	NA	14.66666667	NA	577349.6667	876.3333333	102.6666667	4579.666667	99	11	66	NA	638	NA	NA	3.666666667	286	132	NA	348.3333333	1558.333333	22205.33333	645.3333333	69773	9397.666667	6919	2431	10516	NA	2922.333333	48880.33333	520.6666667	123574	NA	161.3333333	NA	1393.333333	NA	997.3333333	2926	NA	NA	117.3333333	NA	NA	NA	1419	NA	44	168.6666667	NA	NA	9016.333333	NA	NA	245.6666667	NA	NA	NA	NA	256.6666667	NA	80.66666667	NA	139.3333333	NA	34921.33333	NA	NA	NA	293.3333333	NA	NA	2929.666667	931.3333333	916.6666667	NA	NA	29.33333333	55011	NA	282.3333333	8176.666667	NA	201.6666667	NA	1686.666667	NA	NA	NA	NA	9485.666667	NA	NA	NA	553.6666667	62.33333333	47.66666667	4777.666667	3556.666667	NA	122232	5401	NA	388.6666667	29.33333333	22524.33333	NA	NA	NA	NA	NA	11	NA	3.666666667	22	3.666666667	NA	3.666666667	NA	NA	NA	NA	NA	NA	95.33333333	NA	NA	NA	NA	47.66666667	NA	65197	NA	33150.33333	1547.333333	722.3333333	234.6666667	NA	3.666666667	33469.33333	12312.66667	381.3333333	4913.333333	NA	421.6666667	1092.666667	NA	25.66666667	NA	7.333333333	NA	2515.333333	1378.666667	10193.33333	NA	NA	NA	139.3333333	NA	NA	545233.3333	2614271	2625.333333	736428	NA	NA	NA	47417.33333	NA	398119.3333	NA	NA	NA	25.66666667	14.66666667	40.33333334	16775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.66666667
1952	NA	91.66666667	NA	374	3894	NA	NA	311.6666667	NA	NA	36127.66667	NA	NA	60250.66667	22091.66667	NA	77	1287	NA	88	NA	83541.33333	25.66666667	NA	106.3333333	NA	513.3333333	NA	NA	24959	NA	322.6666667	9438	NA	NA	NA	282.3333333	159536.6667	36.66666667	NA	NA	NA	NA	10615	128315	NA	NA	8642.333333	NA	2086.333333	NA	NA	388.6666667	NA	NA	6288.333333	315.3333333	NA	87109	22920.33333	25.66666667	7.333333333	594	189548.3333	894.6666667	10904.66667	388.6666667	11	NA	NA	NA	99	55	253	157.6666667	8664.333333	227186.6667	11	NA	NA	11	NA	611486.3333	869	73.33333333	4803.333333	106.3333333	11	66	NA	645.3333333	NA	NA	11	337.3333333	146.6666667	NA	359.3333333	1536.333333	27232.33333	777.3333333	73546	12730.66667	4095.666667	1961.666667	9628.666667	NA	3663	50684.33333	564.6666667	130529.6667	NA	194.3333333	NA	1591.333333	NA	891	3465	NA	NA	NA	NA	NA	NA	1133	NA	55	165	NA	NA	9408.666667	NA	NA	308	NA	NA	NA	NA	242	NA	91.66666667	NA	176	NA	37246	NA	NA	NA	300.6666667	NA	NA	3567.666667	1074.333333	1133	NA	NA	29.33333333	54758	NA	473	9328	NA	275	NA	2181.666667	NA	NA	NA	NA	9694.666667	NA	NA	NA	718.6666667	84.33333333	102.6666667	5192	4055.333333	NA	128146.3333	5357	NA	194.3333333	33	26656.66667	NA	NA	NA	NA	NA	7.333333333	NA	11	33	7.333333333	NA	3.666666667	NA	NA	NA	NA	NA	NA	179.6666667	NA	NA	NA	3.666666667	47.66666667	NA	70942.66667	NA	37642	1939.666667	759	267.6666667	NA	3.666666667	34554.66667	11238.33333	476.6666667	6398.333333	NA	520.6666667	1279.666667	NA	44	NA	7.333333333	NA	2797.666667	1444.666667	10483	NA	NA	NA	143	NA	NA	528810.3333	2546932.667	3157	788612	NA	NA	NA	50783.33333	NA	421938	NA	NA	NA	29.33333333	29.33333333	58.66666666	16844.66667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.33333333
1953	NA	106.3333333	NA	414.3333333	4004	NA	NA	275	NA	NA	35167	NA	NA	59484.33333	21736	NA	80.66666667	997.3333333	NA	110	NA	82452.33333	29.33333333	NA	91.66666667	NA	539	NA	NA	25245	NA	344.6666667	10596.66667	NA	NA	NA	201.6666667	160739.3333	18.33333333	NA	NA	NA	NA	10413.33333	134200	NA	NA	10772.66667	NA	2291.666667	NA	NA	432.6666667	NA	NA	6196.666667	366.6666667	NA	90284.33333	23173.33333	29.33333333	3.666666667	619.6666667	209949.6667	821.3333333	10791	418	11	NA	NA	NA	183.3333333	84.33333333	102.6666667	168.6666667	7575.333333	214742	11	NA	NA	11	NA	623982.3333	1019.333333	66	4891.333333	121	11	66	NA	682	NA	NA	7.333333333	451	157.6666667	NA	333.6666667	1730.666667	31793.66667	916.6666667	74932	13090	3831.666667	2530	9544.333333	NA	4044.333333	56067	616	145911.3333	NA	212.6666667	NA	1514.333333	NA	1738	4697	NA	NA	NA	NA	NA	NA	1206.333333	NA	58.66666667	249.3333333	NA	NA	8660.666667	NA	NA	253	NA	NA	NA	NA	231	NA	91.66666667	NA	187	NA	36740	NA	NA	NA	304.3333333	NA	NA	4176.333333	1081.666667	1305.333333	NA	NA	36.66666667	55308	NA	399.6666667	8558	NA	286	NA	2438.333333	NA	NA	NA	NA	9793.666667	NA	NA	NA	715	95.33333333	121	5518.333333	4037	NA	139307.6667	5936.333333	NA	366.6666667	22	30657	NA	NA	NA	NA	NA	11	NA	7.333333333	29.33333333	7.333333333	NA	3.666666667	476.6666667	NA	NA	NA	NA	NA	168.6666667	NA	NA	NA	3.666666667	47.66666667	NA	71056.33333	NA	38973	2068	832.3333333	311.6666667	NA	3.666666667	32582	10347.33333	513.3333333	6479	NA	506	1646.333333	NA	29.33333333	NA	7.333333333	NA	2937	1378.666667	12976.33333	NA	NA	NA	209	NA	NA	540481.3333	2607641.667	3509	834320.6667	NA	NA	NA	47894	NA	414032.6667	NA	NA	NA	29.33333333	40.33333333	69.66666666	16727.33333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.66666667
1954	NA	106.3333333	NA	502.3333333	4158	NA	NA	348.3333333	NA	NA	36784	NA	NA	67895.66667	24530	NA	84.33333333	1045	NA	113.6666667	NA	85814.66667	29.33333333	NA	84.33333333	NA	788.3333333	NA	NA	29707.33333	NA	359.3333333	11403.33333	NA	NA	NA	231	163100.6667	22	NA	NA	NA	NA	11091.66667	161373.6667	NA	NA	9632.333333	NA	2819.666667	NA	NA	407	NA	NA	5954.666667	443.6666667	NA	96440.66667	25600.66667	33	3.666666667	627	220836	964.3333333	11678.33333	469.3333333	29.33333333	NA	NA	NA	271.3333333	77	293.3333333	157.6666667	9163	226556	14.66666667	NA	NA	14.66666667	NA	660253	1004.666667	55	5089.333333	102.6666667	11	73.33333333	NA	744.3333333	NA	NA	7.333333333	473	216.3333333	NA	377.6666667	1800.333333	34037.66667	781	78796.66667	14758.33333	1045	3050.666667	9100.666667	NA	4330.333333	65021	792	142681	NA	253	NA	1701.333333	NA	4792.333333	5162.666667	NA	NA	1404.333333	NA	NA	NA	1261.333333	NA	102.6666667	300.6666667	NA	NA	8789	22	NA	289.6666667	NA	NA	NA	NA	308	NA	91.66666667	NA	187	NA	36303.66667	NA	NA	NA	487.6666667	NA	NA	3589.666667	1144	1463	NA	NA	40.33333333	58439.33333	NA	520.6666667	9075	NA	315.3333333	NA	2574	NA	NA	NA	NA	9892.666667	NA	NA	NA	634.3333333	95.33333333	183.3333333	6240.666667	5335	NA	147689.6667	5797	NA	608.6666667	36.66666667	33535.33333	NA	NA	NA	NA	NA	7.333333333	NA	7.333333333	33	11	NA	3.666666667	1239.333333	NA	NA	NA	NA	NA	124.6666667	NA	NA	NA	3.666666667	47.66666667	NA	73960.33333	NA	39768.66667	1785.666667	817.6666667	337.3333333	NA	3.666666667	34529	12609.66667	579.3333333	6493.666667	NA	513.3333333	2053.333333	NA	33	NA	7.333333333	NA	2838	1408	13445.66667	NA	NA	NA	220	NA	NA	553113	2484859.667	3740	911225.3333	NA	NA	NA	51241.66667	NA	439417	NA	NA	NA	40.33333333	4418.333333	4458.666666	19954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.66666667
